id,name,name_norm,uic,latitude,longitude,parent_station_id,country,time_zone,is_city,is_main_station,is_airport
12144,Hirschfelden,Hirschfelden,8002229.0,48.28953,10.362261,,DE,Europe/Berlin,False,False,False
12145,Hirschhorn (Neckar),Hirschhorn (Neckar),8014119.0,49.442666,8.896057,,DE,Europe/Berlin,False,False,False
12146,Hirschhorn (Pfalz),Hirschhorn (Pfalz),8019695.0,49.515587,7.681003,,DE,Europe/Berlin,False,False,False
12147,Boppard-Hirzenach,Boppard-Hirzenach,8019032.0,50.175071,7.648435,,DE,Europe/Berlin,False,False,False
12148,Hittfeld,Hittfeld,8001231.0,53.403538,9.974502,,DE,Europe/Berlin,False,False,False
12149,Hitzacker,Hitzacker,8001147.0,53.139157,11.038196,,DE,Europe/Berlin,False,False,False
12150,Hochdahl,Hochdahl,8008084.0,51.2188,6.944832,,DE,Europe/Berlin,False,False,False
12151,Hochdahl-Millrath,Hochdahl-Millrath,8008099.0,51.216463,6.966658,,DE,Europe/Berlin,False,False,False
12152,Hochhausen (Tauber),Hochhausen (Tauber),8029769.0,49.66381,9.633236,,DE,Europe/Berlin,False,False,False
12153,Hochheim (Main),Hochheim (Main),8011122.0,50.004249,8.350394,,DE,Europe/Berlin,False,False,False
12154,Hamburg Hochkamp,Hamburg Hochkamp,8001106.0,53.561371,9.842073,,DE,Europe/Berlin,False,False,False
12155,Maintal Ost,Maintal Ost,8011179.0,50.142342,8.83671,,DE,Europe/Berlin,False,False,False
12156,Hochstätten (Pfalz),Hochstatten (Pfalz),8019255.0,49.763338,7.829092,,DE,Europe/Berlin,False,False,False
12157,Hochstetten (Nahe),Hochstetten (Nahe),8025272.0,49.798657,7.510963,,DE,Europe/Berlin,False,False,False
12158,Hochwang,Hochwang,8002093.0,48.389122,10.298006,,DE,Europe/Berlin,False,False,False
12159,Hockenheim,Hockenheim,8014063.0,49.317411,8.537388,,DE,Europe/Berlin,False,False,False
12160,Hodenhagen,Hodenhagen,8013677.0,52.766563,9.595058,,DE,Europe/Berlin,False,False,False
12161,Altenstadt-Höchst,Altenstadt-Hochst,8011198.0,50.269764,8.92342,,DE,Europe/Berlin,False,False,False
12162,Höchstädt (Donau),Hochstadt (Donau),8002076.0,48.618311,10.566217,,DE,Europe/Berlin,False,False,False
12163,Höfingen,Hofingen,8029443.0,48.814986,9.025313,,DE,Europe/Berlin,False,False,False
12164,Höhenkirchen-Siegertsbrunn,Hohenkirchen-Siegertsbrunn,8020242.0,48.018505,11.719084,,DE,Europe/Berlin,False,False,False
12165,Höhmühlbach,Hohmuhlbach,8019783.0,49.243897,7.526029,,DE,Europe/Berlin,False,False,False
12166,Höllenthal,Hollenthal,8026020.0,50.3638,11.683819,,DE,Europe/Berlin,False,False,False
12167,Höllriegelskreuth,Hollriegelskreuth,8020506.0,48.04345,11.509752,,DE,Europe/Berlin,False,False,False
12168,Wildeck-Hönebach,Wildeck-Honebach,8005601.0,50.935406,9.943966,,DE,Europe/Berlin,False,False,False
12169,Höpfling,Hopfling,8020142.0,47.811223,12.651157,,DE,Europe/Berlin,False,False,False
12170,Hamburg-Hörgensweg,Hamburg-Horgensweg,8043872.0,53.617284,9.903622,,DE,Europe/Berlin,False,False,False
12171,Hörden,Horden,8014255.0,48.781519,8.345189,,DE,Europe/Berlin,False,False,False
12172,Hörlkofen,Horlkofen,8020071.0,48.242588,11.94234,,DE,Europe/Berlin,False,False,False
12173,Hörpolding,Horpolding,8020133.0,47.964139,12.568259,,DE,Europe/Berlin,False,False,False
12174,Hörstmar (Lippe),Horstmar (Lippe),8013485.0,52.013186,8.846626,,DE,Europe/Berlin,False,False,False
12175,Hösbach,Hosbach,8022607.0,49.99971,9.229009,,DE,Europe/Berlin,False,False,False
12176,Hösel,Hosel,8010235.0,51.341521,6.893234,,DE,Europe/Berlin,False,False,False
12177,Hövelhof,Hovelhof,8021496.0,51.82363,8.661843,,DE,Europe/Berlin,False,False,False
12178,Hövelriege,Hovelriege,8021495.0,51.866662,8.641429,,DE,Europe/Berlin,False,False,False
12179,Höxter Rathaus,Hoxter Rathaus,8013338.0,51.772715,9.382194,,DE,Europe/Berlin,False,False,False
12180,Hof-Neuhof,Hof-Neuhof,8026004.0,50.321542,11.904711,29025.0,DE,Europe/Berlin,False,False,False
12181,Hofeld,Hofeld,8025294.0,49.511928,7.159287,,DE,Europe/Berlin,False,False,False
12182,Hofen (b Aalen),Hofen (b Aalen),8029551.0,48.872687,10.11441,,DE,Europe/Berlin,False,False,False
12183,Hoffenheim,Hoffenheim,8014185.0,49.272033,8.838409,,DE,Europe/Berlin,False,False,False
12184,Hoffnungsthal,Hoffnungsthal,8008488.0,50.91136,7.196512,,DE,Europe/Berlin,False,False,False
12185,Hofheim (Ried),Hofheim (Ried),8011252.0,49.659468,8.408968,,DE,Europe/Berlin,False,False,False
12186,Hofheim (Taunus),Hofheim (Taunus),8011111.0,50.084469,8.443846,,DE,Europe/Berlin,False,False,False
12187,Hohegrete,Hohegrete,8019623.0,50.7648,7.642197,,DE,Europe/Berlin,False,False,False
12188,Hohenbrunn,Hohenbrunn,8020241.0,48.04657,11.698876,,DE,Europe/Berlin,False,False,False
12189,Hohenbudberg Bayerwerk,Hohenbudberg Bayerwerk,8015055.0,51.373199,6.663964,,DE,Europe/Berlin,False,False,False
12190,Hoheneggelsen,Hoheneggelsen,8013264.0,52.200179,10.197821,,DE,Europe/Berlin,False,False,False
12191,Hamburg Hoheneichen,Hamburg Hoheneichen,8001115.0,53.63546,10.067253,,DE,Europe/Berlin,False,False,False
12192,Hohenlimburg,Hohenlimburg,8008292.0,51.348856,7.571685,,DE,Europe/Berlin,False,False,False
12193,Hohenpeißenberg,Hohenpeissenberg,8002200.0,47.788795,10.999254,,DE,Europe/Berlin,False,False,False
12194,Hohenschäftlarn,Hohenschaftlarn,8020508.0,47.991295,11.457515,,DE,Europe/Berlin,False,False,False
12195,Hohenstadt (Mittelfr),Hohenstadt (Mittelfr),8022308.0,49.518337,11.491468,,DE,Europe/Berlin,False,False,False
12196,Hohensülzen,Hohensulzen,8023792.0,49.621785,8.214171,,DE,Europe/Berlin,False,False,False
12197,Hohenwestedt,Hohenwestedt,8046173.0,54.086431,9.654414,,DE,Europe/Berlin,False,False,False
12198,Holdorf (Oldb),Holdorf (Oldb),8021622.0,52.574967,8.138365,,DE,Europe/Berlin,False,False,False
12199,Holm-Seppensen,Holm-Seppensen,8001218.0,53.284692,9.869913,,DE,Europe/Berlin,False,False,False
12200,Holtensen/Linderte,Holtensen/Linderte,8013514.0,52.271949,9.653219,,DE,Europe/Berlin,False,False,False
12201,Rosendahl-Holtwick,Rosendahl-Holtwick,8021121.0,51.998389,7.122566,,DE,Europe/Berlin,False,False,False
12202,Holzhausen (Kr Siegen),Holzhausen (Kr Siegen),8088430.0,50.74007,8.136172,,DE,Europe/Berlin,False,False,False
12203,Holzhausen-Heddinghausen,Holzhausen-Heddinghausen,8021500.0,52.289002,8.545532,,DE,Europe/Berlin,False,False,False
12204,Holzheim (b Neuss),Holzheim (b Neuss),8015276.0,51.165656,6.664629,,DE,Europe/Berlin,False,False,False
12205,Honrath,Honrath,8008403.0,50.910587,7.252883,,DE,Europe/Berlin,False,False,False
12206,Hoppecke,Hoppecke,8008512.0,51.378062,8.640062,,DE,Europe/Berlin,False,False,False
12207,Hoppingen,Hoppingen,8002039.0,48.803821,10.653197,,DE,Europe/Berlin,False,False,False
12208,Hoppstädten (Nahe),Hoppstadten (Nahe),8025285.0,49.615529,7.19501,,DE,Europe/Berlin,False,False,False
12209,Horneburg,Horneburg,8001190.0,53.508676,9.57655,,DE,Europe/Berlin,False,False,False
12210,Horst (Holst),Horst (Holst),8004949.0,53.804358,9.645317,,DE,Europe/Berlin,False,False,False
12211,Hoykenkamp,Hoykenkamp,8013860.0,53.069796,8.598685,,DE,Europe/Berlin,False,False,False
12212,Hubacker,Hubacker,8014300.0,48.507402,8.135687,,DE,Europe/Berlin,False,False,False
12213,Hüfingen Mitte,Hufingen Mitte,8014400.0,47.929917,8.490509,,DE,Europe/Berlin,False,False,False
12214,Hofgeismar-Hümme,Hofgeismar-Humme,8005174.0,51.542924,9.401961,,DE,Europe/Berlin,False,False,False
12215,Siegen-Geisweid,Siegen-Geisweid,8008255.0,50.915585,8.01435,,DE,Europe/Berlin,False,False,False
12216,Hüttingen,Huttingen,8025159.0,49.967421,6.585011,,DE,Europe/Berlin,False,False,False
12217,Hulb,Hulb,8029382.0,48.679365,8.98301,,DE,Europe/Berlin,False,False,False
12218,Hufschlag,Hufschlag,8020123.0,47.875595,12.664938,,DE,Europe/Berlin,False,False,False
12219,Huglfing,Huglfing,8020303.0,47.776731,11.140556,,DE,Europe/Berlin,False,False,False
12220,Hugstetten,Hugstetten,8014357.0,48.048251,7.78393,,DE,Europe/Berlin,False,False,False
12221,Huntlosen,Huntlosen,8021247.0,52.990808,8.266417,,DE,Europe/Berlin,False,False,False
12222,Husby,Husby,8001401.0,54.764424,9.575165,,DE,Europe/Berlin,False,False,False
12223,Huttenheim,Huttenheim,8014089.0,49.197162,8.472638,,DE,Europe/Berlin,False,False,False
12224,Huzenbach,Huzenbach,8014268.0,48.582623,8.391277,,DE,Europe/Berlin,False,False,False
12225,Ibach,Ibach,8014302.0,48.455111,8.162735,,DE,Europe/Berlin,False,False,False
12226,Ichenhausen,Ichenhausen,8002094.0,48.37019,10.302141,,DE,Europe/Berlin,False,False,False
12227,Icking,Icking,8020510.0,47.953253,11.436643,,DE,Europe/Berlin,False,False,False
12228,Idstein (Taunus),Idstein (Taunus),8011488.0,50.21599,8.257266,,DE,Europe/Berlin,False,False,False
12229,Igensdorf,Igensdorf,8022224.0,49.620122,11.234529,,DE,Europe/Berlin,False,False,False
12230,Igersheim,Igersheim,8029738.0,49.493428,9.812534,,DE,Europe/Berlin,False,False,False
12231,Ihringen,Ihringen,8014360.0,48.040412,7.648777,,DE,Europe/Berlin,False,False,False
12232,Fuldatal-Ihringshausen,Fuldatal-Ihringshausen,8005357.0,51.348487,9.526453,,DE,Europe/Berlin,False,False,False
12233,Illesheim,Illesheim,8022515.0,49.479729,10.382648,,DE,Europe/Berlin,False,False,False
12234,Illingen (Saar),Illingen (Saar),8025439.0,49.37709,7.048675,,DE,Europe/Berlin,False,False,False
12235,Illingen (Württ),Illingen (Wurtt),8029007.0,48.956584,8.921164,,DE,Europe/Berlin,False,False,False
12236,Immendingen Mitte,Immendingen Mitte,8080298.0,47.937108,8.735159,,DE,Europe/Berlin,False,False,False
12237,Immenhausen,Immenhausen,8005182.0,51.4269,9.4644,,DE,Europe/Berlin,False,False,False
12238,Immenreuth,Immenreuth,8026087.0,49.911346,11.869662,,DE,Europe/Berlin,False,False,False
12239,Immendingen Zimmern,Immendingen Zimmern,8072031.0,47.932874,8.714053,,DE,Europe/Berlin,False,False,False
12240,Imsweiler,Imsweiler,8019262.0,49.597236,7.808416,,DE,Europe/Berlin,False,False,False
12241,Markt Indersdorf,Markt Indersdorf,8020460.0,48.352491,11.378042,,DE,Europe/Berlin,False,False,False
12242,Ingelbach,Ingelbach,8019534.0,50.688904,7.72621,,DE,Europe/Berlin,False,False,False
12243,Ingolstadt Nord,Ingolstadt Nord,8020407.0,48.773087,11.43293,29013.0,DE,Europe/Berlin,False,False,False
12244,Aukrug,Aukrug,8046167.0,54.082413,9.78589,,DE,Europe/Berlin,False,False,False
12245,Inningen,Inningen,8002172.0,48.311338,10.868875,,DE,Europe/Berlin,False,False,False
12246,Insheim,Insheim,8019430.0,49.157627,8.152128,,DE,Europe/Berlin,False,False,False
12247,Iphofen,Iphofen,8022523.0,49.696603,10.255622,,DE,Europe/Berlin,False,False,False
12248,Ipsheim,Ipsheim,8022512.0,49.525502,10.485764,,DE,Europe/Berlin,False,False,False
12249,Irrenlohe,Irrenlohe,8026187.0,49.362779,12.101377,,DE,Europe/Berlin,False,False,False
12250,Hamburg-Iserbrook,Hamburg-Iserbrook,8001101.0,53.576608,9.814045,,DE,Europe/Berlin,False,False,False
12251,Iserlohnerheide,Iserlohnerheide,8008020.0,51.400049,7.692177,,DE,Europe/Berlin,False,False,False
12252,Isernhagen,Isernhagen,8013691.0,52.48583,9.803222,,DE,Europe/Berlin,False,False,False
12253,Ismaning,Ismaning,8020230.0,48.226012,11.679486,,DE,Europe/Berlin,False,False,False
12254,Ispringen,Ispringen,8029502.0,48.914325,8.672316,,DE,Europe/Berlin,False,False,False
12255,Isselhorst-Avenwedde,Isselhorst-Avenwedde,8013605.0,51.939456,8.437625,,DE,Europe/Berlin,False,False,False
12256,Istein,Istein,8014421.0,47.660887,7.542947,,DE,Europe/Berlin,False,False,False
12257,Ittling,Ittling,8026398.0,48.884913,12.637997,,DE,Europe/Berlin,False,False,False
12258,Ittlingen,Ittlingen,8014190.0,49.187121,8.934576,,DE,Europe/Berlin,False,False,False
12259,Itzelberg,Itzelberg,8029700.0,48.730802,10.134645,,DE,Europe/Berlin,False,False,False
12260,Iversheim,Iversheim,8015448.0,50.583038,6.769165,,DE,Europe/Berlin,False,False,False
12261,Jägerhaus,Jagerhaus,8020525.0,47.666784,11.087699,,DE,Europe/Berlin,False,False,False
12262,Jägersfreude,Jagersfreude,8025419.0,49.265759,7.00497,,DE,Europe/Berlin,False,False,False
12263,Jagstzell,Jagstzell,8029690.0,49.031419,10.098796,,DE,Europe/Berlin,False,False,False
12264,Jarrenwisch,Jarrenwisch,8046160.0,54.212163,8.963324,,DE,Europe/Berlin,False,False,False
12265,Jettenbach,Jettenbach,8020192.0,48.17143,12.366819,,DE,Europe/Berlin,False,False,False
12266,Jettingen,Jettingen,8002103.0,48.399127,10.445474,,DE,Europe/Berlin,False,False,False
12267,Jockgrim Bf,Jockgrim Bf,8019102.0,49.092285,8.272269,,DE,Europe/Berlin,False,False,False
12268,Jöhlingen,Johlingen,8014104.0,49.028183,8.575223,,DE,Europe/Berlin,False,False,False
12269,Jüchen,Juchen,8015304.0,51.097113,6.500926,,DE,Europe/Berlin,False,False,False
12270,Rodgau-Jügesheim,Rodgau-Jugesheim,8011166.0,50.025985,8.87896,,DE,Europe/Berlin,False,False,False
12271,Jünkerath,Junkerath,8025033.0,50.34477,6.580939,,DE,Europe/Berlin,False,False,False
12272,Julbach,Julbach,8020013.0,48.250894,12.958022,,DE,Europe/Berlin,False,False,False
12273,Hamburg Jungfernstieg,Hamburg Jungfernstieg,8001049.0,53.552193,9.993883,,DE,Europe/Berlin,False,False,False
12274,Kaarster Bahnhof,Kaarster Bahnhof,8087759.0,51.222737,6.606801,,DE,Europe/Berlin,False,False,False
12275,Hesseneck Kailbach,Hesseneck Kailbach,8011457.0,49.539336,9.077478,,DE,Europe/Berlin,False,False,False
12276,Kainzenbad,Kainzenbad,8020294.0,47.482838,11.116707,,DE,Europe/Berlin,False,False,False
12277,Kaisersesch,Kaisersesch,8025070.0,50.232171,7.129461,,DE,Europe/Berlin,False,False,False
12278,Kaiserslautern Pfaffwerk,Kaiserslautern Pfaffwerk,8019699.0,49.434711,7.751245,,DE,Europe/Berlin,False,False,False
12279,Kaiserslautern West,Kaiserslautern West,8019701.0,49.447494,7.749843,,DE,Europe/Berlin,False,False,False
12280,Kalchreuth,Kalchreuth,8022219.0,49.558438,11.13999,,DE,Europe/Berlin,False,False,False
12281,Venlo (Gr),Venlo (Gr),8015134.0,51.343229,6.191248,,NL,Europe/Amsterdam,False,False,False
12282,Hürth-Kalscheuren,Hurth-Kalscheuren,8015480.0,50.875673,6.910223,,DE,Europe/Berlin,False,False,False
12283,Langenhagen-Kaltenweide,Langenhagen-Kaltenweide,8013687.0,52.479843,9.736459,,DE,Europe/Berlin,False,False,False
12284,Kalthof (Kr Iserlohn),Kalthof (Kr Iserlohn),8008019.0,51.424923,7.672428,,DE,Europe/Berlin,False,False,False
12285,Kamen-Methler,Kamen-Methler,8010334.0,51.567222,7.61264,,DE,Europe/Berlin,False,False,False
12286,Kamp-Bornhofen,Kamp-Bornhofen,8019507.0,50.227991,7.61825,,DE,Europe/Berlin,False,False,False
12287,Kanzem,Kanzem,8025359.0,49.669356,6.573667,,DE,Europe/Berlin,False,False,False
12288,Kapellen-Wevelinghoven,Kapellen-Wevelinghoven,8015277.0,51.130436,6.6222,,DE,Europe/Berlin,False,False,False
12289,Kapellen-Drusweiler,Kapellen-Drusweiler,8024996.0,49.105661,8.030872,,DE,Europe/Berlin,False,False,False
12290,Karlsdorf,Karlsdorf,8014090.0,49.14417,8.549119,,DE,Europe/Berlin,False,False,False
12291,Bad Karlshafen,Bad Karlshafen,8013223.0,51.646273,9.445712,,DE,Europe/Berlin,False,False,False
12292,Karlsruhe West,Karlsruhe West,8014095.0,49.002204,8.363195,,DE,Europe/Berlin,False,False,False
12293,Karlsruhe-Hagsfeld,Karlsruhe-Hagsfeld,8007281.0,49.026933,8.453896,,DE,Europe/Berlin,False,False,False
12294,Karlsruhe-Knielingen,Karlsruhe-Knielingen,8014081.0,49.02669,8.341171,,DE,Europe/Berlin,False,False,False
12295,Karlsruhe-Mühlburg,Karlsruhe-Muhlburg,8014083.0,49.014555,8.351122,,DE,Europe/Berlin,False,False,False
12296,Karpfham,Karpfham,8026520.0,48.40799,13.187391,,DE,Europe/Berlin,False,False,False
12297,Kassel-Harleshausen,Kassel-Harleshausen,8005185.0,51.332181,9.452247,,DE,Europe/Berlin,False,False,False
12298,Kassel-Jungfernkopf,Kassel-Jungfernkopf,8085294.0,51.338914,9.462872,,DE,Europe/Berlin,False,False,False
12299,Kassel-Kirchditmold,Kassel-Kirchditmold,8085293.0,51.324558,9.452202,,DE,Europe/Berlin,False,False,False
12300,Kassel-Oberzwehren,Kassel-Oberzwehren,8005367.0,51.276592,9.454162,,DE,Europe/Berlin,False,False,False
12301,Kastl (Oberbay),Kastl (Oberbay),8020040.0,48.19233,12.712859,,DE,Europe/Berlin,False,False,False
12302,Katharinenheerd,Katharinenheerd,8001561.0,54.334012,8.831209,,DE,Europe/Berlin,False,False,False
12303,Kating,Kating,8001560.0,54.326083,8.871777,,DE,Europe/Berlin,False,False,False
12304,Katlenburg,Katlenburg,8013091.0,51.686158,10.09974,,DE,Europe/Berlin,False,False,False
12305,Kattenes,Kattenes,8025098.0,50.254329,7.439211,,DE,Europe/Berlin,False,False,False
12306,Kattenvenne,Kattenvenne,8021020.0,52.113272,7.860284,,DE,Europe/Berlin,False,False,False
12307,Katzenfurt,Katzenfurt,8011568.0,50.615947,8.343185,,DE,Europe/Berlin,False,False,False
12308,Katzwang,Katzwang,8022374.0,49.355372,11.042546,,DE,Europe/Berlin,False,False,False
12309,Katzweiler,Katzweiler,8019704.0,49.50008,7.700932,,DE,Europe/Berlin,False,False,False
12310,Kehlen,Kehlen,8029157.0,47.683028,9.54818,,DE,Europe/Berlin,False,False,False
12311,Kelsterbach,Kelsterbach,8011208.0,50.062491,8.529477,,DE,Europe/Berlin,False,False,False
12312,Kemnath-Neustadt,Kemnath-Neustadt,8026148.0,49.843909,11.862264,,DE,Europe/Berlin,False,False,False
12313,Kempten (Allgäu) Ost,Kempten (Allgau) Ost,8002309.0,47.731291,10.332048,29390.0,DE,Europe/Berlin,False,False,False
12314,Kennelgarten,Kennelgarten,8019706.0,49.440994,7.733015,,DE,Europe/Berlin,False,False,False
12315,Kenzingen,Kenzingen,8014327.0,48.194451,7.764091,,DE,Europe/Berlin,False,False,False
12316,Kerkerbach,Kerkerbach,8011451.0,50.401959,8.135884,,DE,Europe/Berlin,False,False,False
12317,Kersbach,Kersbach,8022160.0,49.684989,11.059545,,DE,Europe/Berlin,False,False,False
12318,Kestert,Kestert,8019508.0,50.187063,7.648975,,DE,Europe/Berlin,False,False,False
12319,Kettwig Stausee,Kettwig Stausee,8010295.0,51.356623,6.938845,,DE,Europe/Berlin,False,False,False
12320,Kiebingen,Kiebingen,8029321.0,48.479364,8.973742,,DE,Europe/Berlin,False,False,False
12321,Kierberg,Kierberg,8015419.0,50.838197,6.88837,,DE,Europe/Berlin,False,False,False
12322,Schöneck-Kilianstädten,Schoneck-Kilianstadten,8011190.0,50.201617,8.840495,,DE,Europe/Berlin,False,False,False
12323,Kinding (Altmühltal),Kinding (Altmuhltal),8072242.0,48.992693,11.377502,,DE,Europe/Berlin,False,False,False
12324,Kindsbach,Kindsbach,8019707.0,49.419366,7.612838,,DE,Europe/Berlin,False,False,False
12325,Kirch Göns,Kirch Gons,8011408.0,50.473369,8.666868,,DE,Europe/Berlin,False,False,False
12326,Kirchanschöring,Kirchanschoring,8020023.0,47.953414,12.831517,,DE,Europe/Berlin,False,False,False
12327,Kirchberg (Murr),Kirchberg (Murr),8029595.0,48.939163,9.329059,,DE,Europe/Berlin,False,False,False
12328,Kirchdorf (Deister),Kirchdorf (Deister),8013522.0,52.290638,9.491152,,DE,Europe/Berlin,False,False,False
12329,Kirchehrenbach,Kirchehrenbach,8022146.0,49.735445,11.141644,,DE,Europe/Berlin,False,False,False
12330,Kirchentellinsfurt,Kirchentellinsfurt,8029315.0,48.528751,9.139476,,DE,Europe/Berlin,False,False,False
12331,Kirchhalling,Kirchhalling,8020125.0,,,,DE,Europe/Berlin,False,False,False
12332,Kirchheim (Neckar),Kirchheim (Neckar),8029613.0,49.037648,9.150901,,DE,Europe/Berlin,False,False,False
12333,Kirchheim (Teck),Kirchheim (Teck),8029287.0,48.644208,9.443536,,DE,Europe/Berlin,False,False,False
12334,Kirchheim (Teck) Ötlingen,Kirchheim (Teck) Otlingen,8029286.0,48.657764,9.41629,,DE,Europe/Berlin,False,False,False
12335,Kirchheim (Teck) Süd,Kirchheim (Teck) Sud,8029288.0,48.640262,9.451788,,DE,Europe/Berlin,False,False,False
12336,Kirchheim (Unterfr),Kirchheim (Unterfr),8029761.0,49.656744,9.857714,,DE,Europe/Berlin,False,False,False
12337,Kirchheim (Weinstr),Kirchheim (Weinstr),8019351.0,49.537161,8.181451,,DE,Europe/Berlin,False,False,False
12338,Kirchhorsten,Kirchhorsten,8013573.0,52.30787,9.119781,,DE,Europe/Berlin,False,False,False
12339,Kirchhundem,Kirchhundem,8008261.0,51.086227,8.078228,,DE,Europe/Berlin,False,False,False
12340,Kirchlengern,Kirchlengern,8021175.0,52.196503,8.643649,,DE,Europe/Berlin,False,False,False
12341,Kirschbaumwasen,Kirschbaumwasen,8066076.0,48.623057,8.35568,,DE,Europe/Berlin,False,False,False
12342,Kirchseeon,Kirchseeon,8020204.0,48.070903,11.887254,,DE,Europe/Berlin,False,False,False
12343,Kirchweyhe,Kirchweyhe,8021050.0,52.983625,8.847102,,DE,Europe/Berlin,False,False,False
12344,Kirkel,Kirkel,8025462.0,49.286245,7.226599,,DE,Europe/Berlin,False,False,False
12345,Kirnsulzbach,Kirnsulzbach,8025275.0,49.762323,7.435481,,DE,Europe/Berlin,False,False,False
12346,Kissing,Kissing,8002143.0,48.302897,10.959486,,DE,Europe/Berlin,False,False,False
12347,Klecken,Klecken,8001232.0,53.365954,9.928846,,DE,Europe/Berlin,False,False,False
12348,Köln-Stammheim,Koln-Stammheim,8015002.0,50.990069,7.002093,,DE,Europe/Berlin,False,False,False
12349,Hanau Klein-Auheim,Hanau Klein-Auheim,8011365.0,50.100731,8.934288,29379.0,DE,Europe/Berlin,False,False,False
12350,Hamburg Klein Flottbek,Hamburg Klein Flottbek,8001105.0,53.558135,9.861517,,DE,Europe/Berlin,False,False,False
12351,Klein Gerau,Klein Gerau,8011237.0,49.91985,8.516739,,DE,Europe/Berlin,False,False,False
12352,Kleinostheim,Kleinostheim,8011177.0,50.00255,9.072264,,DE,Europe/Berlin,False,False,False
12353,Groß-Umstadt Klein-Umstadt,Gross-Umstadt Klein-Umstadt,8011370.0,49.894365,8.93863,,DE,Europe/Berlin,False,False,False
12354,Klein Winternheim-Ober Olm,Klein Winternheim-Ober Olm,8019270.0,49.939617,8.207097,,DE,Europe/Berlin,False,False,False
12355,Kleinberghofen,Kleinberghofen,8020463.0,48.354127,11.275484,,DE,Europe/Berlin,False,False,False
12356,Köln Trimbornstr,Koln Trimbornstr,8015746.0,50.935855,6.996735,,DE,Europe/Berlin,False,False,False
12357,Kleinenbroich,Kleinenbroich,8015163.0,51.195662,6.551967,,DE,Europe/Berlin,False,False,False
12358,Kleinensiel,Kleinensiel,8013846.0,53.444736,8.476009,,DE,Europe/Berlin,False,False,False
12359,Kleinheubach,Kleinheubach,8022641.0,49.721467,9.207147,,DE,Europe/Berlin,False,False,False
12360,Kleinkems,Kleinkems,8014420.0,47.685077,7.524933,,DE,Europe/Berlin,False,False,False
12361,Kleinkötz,Kleinkotz,8002092.0,48.411658,10.288495,,DE,Europe/Berlin,False,False,False
12362,Kleingemünden,Kleingemunden,8094277.0,50.06294,9.687216,,DE,Europe/Berlin,False,False,False
12363,Kleinsteinbach,Kleinsteinbach,8014108.0,48.966696,8.554872,,DE,Europe/Berlin,False,False,False
12364,Knittlingen-Kleinvillars,Knittlingen-Kleinvillars,8065446.0,48.993439,8.744535,,DE,Europe/Berlin,False,False,False
12365,Kleinwallstadt,Kleinwallstadt,8022628.0,49.874913,9.16817,,DE,Europe/Berlin,False,False,False
12366,Brigachtal Klengen,Brigachtal Klengen,8014526.0,48.007485,8.465726,,DE,Europe/Berlin,False,False,False
12367,Klingenbrunn,Klingenbrunn,8026471.0,48.9447,13.33618,,DE,Europe/Berlin,False,False,False
12368,Brigachtal Kirchdorf,Brigachtal Kirchdorf,8071993.0,48.014379,8.467793,,DE,Europe/Berlin,False,False,False
12369,Kloster Marienthal,Kloster Marienthal,8019622.0,50.73865,7.668526,,DE,Europe/Berlin,False,False,False
12370,Koblenz Stadtmitte,Koblenz Stadtmitte,8091873.0,50.357714,7.589988,29004.0,DE,Europe/Berlin,False,False,False
12371,Klosterlechfeld,Klosterlechfeld,8002184.0,48.155393,10.83263,,DE,Europe/Berlin,False,False,False
12372,Friedrichshafen-Kluftern,Friedrichshafen-Kluftern,8084736.0,47.688152,9.409512,29334.0,DE,Europe/Berlin,False,False,False
12373,Knesebeck,Knesebeck,8013168.0,52.677812,10.690268,,DE,Europe/Berlin,False,False,False
12374,Knöringen-Essingen,Knoringen-Essingen,8019423.0,49.238171,8.148263,,DE,Europe/Berlin,False,False,False
12375,Koblenz-Ehrenbreitstein,Koblenz-Ehrenbreitstein,8019498.0,50.361741,7.610204,29004.0,DE,Europe/Berlin,False,False,False
12376,Koblenz-Lützel,Koblenz-Lutzel,8019013.0,50.36718,7.591282,29004.0,DE,Europe/Berlin,False,False,False
12377,Koblenz-Moselweiß,Koblenz-Moselweiss,8025093.0,50.349462,7.560647,29004.0,DE,Europe/Berlin,False,False,False
12378,Kochel,Kochel,8020321.0,47.660654,11.370985,,DE,Europe/Berlin,False,False,False
12379,Köditz,Koditz,8026006.0,50.328886,11.848106,,DE,Europe/Berlin,False,False,False
12380,Köfering,Kofering,8026332.0,48.931719,12.208753,,DE,Europe/Berlin,False,False,False
12381,Köln Frankfurter Straße,Koln Frankfurter Strasse,8080777.0,50.915216,7.051264,,DE,Europe/Berlin,False,False,False
12382,Köln Geldernstraße/Parkgürtel,Koln Geldernstrasse/Parkgurtel,8015646.0,50.968549,6.941416,,DE,Europe/Berlin,False,False,False
12383,Köln Volkhovener Weg,Koln Volkhovener Weg,8015647.0,51.014268,6.893395,,DE,Europe/Berlin,False,False,False
12384,Köln West,Koln West,8015468.0,50.943667,6.934386,,DE,Europe/Berlin,False,False,False
12385,Köln-Buchforst,Koln-Buchforst,8015120.0,50.953483,7.004322,,DE,Europe/Berlin,False,False,False
12386,Köln-Chorweiler,Koln-Chorweiler,8015463.0,51.021046,6.897971,,DE,Europe/Berlin,False,False,False
12387,Köln-Chorweiler Nord,Koln-Chorweiler Nord,8015648.0,51.02813,6.892775,,DE,Europe/Berlin,False,False,False
